unit_id,Timestamp,wafer_id,die_x,die_y,scan_pass,temp_die_center_c,temp_serdes_corner_c,v_core_v,v_mem_v,i_ddq_ma,total_power_w,fan_speed_rpm,mse_db,eye_height_mv,eye_width_ps,vga_gain_db,fec_codeword_1,fec_codeword_2,fec_codeword_3,fec_codeword_4,fec_codeword_5,fec_codeword_6,fec_codeword_7,fec_codeword_8,fec_codeword_9,fec_codeword_10,fec_codeword_11,fec_codeword_12,fec_codeword_13,fec_codeword_14,fec_codeword_15,ring_osc_speed_ghz,crit_path_delay_ps,leakage_current_ua,bist_status_pass,interrupt_lat_us,pcie_retry_count,correctable_ecc_errors,uptime_hrs
SN_1124,2026-04-02 10:04:00,2,-8.142857142857142,-9.0,1,63.61847791730832,64.11394694819151,0.8816951896508404,1.2120257650522521,486.1103048763772,44.156507872606326,3060.144313522702,-24.723256218745092,118.15544585276422,13.975525494669789,11.891472157435151,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3.380968969497313,142.41044937165367,13.400369432752218,1,5.017624378699226,0,0,163.5600863602443
SN_1125,2026-04-02 10:05:00,1,-7.2857142857142865,-9.0,1,63.55846191268231,64.91079886512779,0.8697399180281639,1.201799143695464,419.3080008885986,46.516011442942045,2857.1334133257574,-21.128858013672755,149.39046988146777,18.130277408172923,12.826838630709114,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,3.3342411580612716,148.11675888564363,13.519312697483292,1,4.638242651159103,0,1,28.649906466231563
SN_1126,2026-04-02 10:06:00,2,-6.428571428571429,-9.0,1,71.46357741070926,62.244457829698376,0.8575151111252379,1.2083783053522947,435.21804976575737,46.583518049746765,3082.61129561778,-27.656811761683926,118.42128039776338,16.88817085042738,11.895990772275304,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.1688965106336133,141.85547745526958,11.5518160902411,1,6.00929016230576,0,2,72.28257417037166
SN_1127,2026-04-02 10:07:00,1,-5.571428571428571,-9.0,1,70.7276059888412,65.81903552960713,0.9122097129029662,1.1989800528336407,458.95861277690005,39.30098915742336,3314.9582714858598,-28.136751430862063,132.55389278403962,14.93999634389029,10.241791123344566,0,0,0,1,0,1,0,2,0,2,0,1,0,1,2,3.446925810722312,143.45394781914433,12.307043788705162,1,4.691111691943119,0,2,94.01466657676848
SN_1128,2026-04-02 10:08:00,2,-4.714285714285715,-9.0,1,66.92938717495842,68.06351311792245,0.9019292617560746,1.1915756736987366,420.0860517845828,44.61520955854851,3137.9157586587717,-23.821209442136773,129.87577252110717,17.079399246437337,11.748882165357559,0,2,0,0,0,1,0,0,3,0,1,0,0,0,1,3.2233707683657054,147.63536793748594,13.60649949118743,1,4.404021756677462,0,2,24.210959001963396
SN_1129,2026-04-02 10:09:00,3,-3.8571428571428577,-9.0,1,70.70491349806031,58.53645285035811,0.8966151542893163,1.2075087277940133,412.6622555436714,40.84997766908517,3269.119586542395,-24.885178585548314,127.91351415622496,15.894664569138062,11.027837782056675,0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,3.4535200444242142,144.03766152615708,13.17567306113763,1,4.5505709139461885,1,1,153.47430254495208
SN_1130,2026-04-02 10:10:00,1,-3.0,-9.0,1,77.94313464021798,66.19859075134939,0.9208353654444414,1.2065443102710562,396.9013104324834,47.70518609142082,2971.6498522577385,-23.98454421364863,146.0631056595473,15.569335742706485,12.07957954655656,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3.287385164704623,143.4201890077497,15.007047914016573,1,4.99130963353918,0,1,65.21919363055085
SN_1131,2026-04-02 10:11:00,4,-2.142857142857144,-9.0,1,73.47701237275149,68.72973948381866,0.9095598702453461,1.2097205696573972,468.0249238226409,47.352439249060495,3319.696288187286,-22.10937645752827,121.53867375800847,16.652817292434403,13.434177036520326,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,3.272487320625521,143.76822377469983,12.389118691106635,1,5.055992161594061,0,2,61.10949582375998
SN_1132,2026-04-02 10:12:00,3,-1.2857142857142865,-9.0,1,64.29495745123631,63.33959884414652,0.9242445006408287,1.1998669536462137,436.37034388184196,42.305918321026624,3116.7336158107473,-25.105138692237706,113.80473693145686,14.887752625130913,10.260574755767722,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.3319390541001193,142.25318798004062,14.178953000215053,1,5.154760874782697,0,1,142.12697213093884
SN_1133,2026-04-02 10:13:00,4,-0.4285714285714288,-9.0,1,69.44245586428528,67.80280244848234,0.879108967917495,1.1940017797668014,523.1817523118333,42.7018643927988,3201.8254523424357,-27.746011661861242,130.23994583447703,15.484365220734835,11.199777264600096,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3.2441109396950907,146.79785860789792,12.142679953478389,1,5.4557544934425986,1,3,64.02958490435645
SN_1134,2026-04-02 10:14:00,3,0.42857142857142705,-9.0,1,65.97516759573719,76.25861777789021,0.8994817406406905,1.1844121300497616,425.1411233592282,43.61619884850508,3186.068824791042,-19.91103688560011,125.20207918856168,16.18219159629932,11.447307046216503,1,1,1,0,0,0,0,0,0,0,0,2,0,1,2,3.1491267781607615,145.14498290929305,11.820752312769057,1,4.164547782907809,0,1,118.69765352189123
SN_1135,2026-04-02 10:15:00,2,1.2857142857142847,-9.0,1,68.06150041795719,64.58262882805244,0.8757492993757798,1.208193732681394,426.96372441427695,38.24161981580598,3009.2677218661574,-25.994456574877553,170.52859502899176,15.25082321067218,11.618368904586788,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,3.291255304273538,139.57531175522013,13.018026097226297,1,5.4785812201112005,0,3,142.29645272188213
SN_1136,2026-04-02 10:16:00,1,2.1428571428571423,-9.0,1,67.93192167185178,66.57322820002129,0.896559265022168,1.2042388948244398,435.86517574286495,46.00790452032173,3027.0373502390325,-26.118074244024196,138.1180897172797,17.003627815401288,12.740125664105244,1,0,0,0,4,0,0,2,0,0,1,0,1,0,0,3.330004224827608,143.05013269816405,12.82822981975985,1,4.543048268001986,0,0,138.11666607029363
SN_1137,2026-04-02 10:17:00,3,3.0,-9.0,1,67.61177208697997,62.04777166535443,0.8962707621934999,1.1903421736713604,456.07836637846225,44.181466360979606,3345.169170350514,-21.792559972554805,125.08791309737651,18.80359975551739,11.826455582438612,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,3.423021596310969,143.53183441567018,11.088117411122221,1,5.200826461859819,0,0,136.60090618933376
SN_1138,2026-04-02 10:18:00,2,3.8571428571428577,-9.0,1,63.72432314013302,65.7250046504082,0.9093992045589461,1.1946142632670338,438.2449165303672,47.910525247703575,3259.848823625254,-24.768978242083037,117.32666116975496,14.868552801089287,12.415802725720445,0,1,2,0,0,0,0,0,0,2,0,0,0,1,1,3.204691171926696,143.50382350242134,10.763953326111896,1,5.8605520483016,0,1,36.76381006059382
SN_1139,2026-04-02 10:19:00,1,4.714285714285712,-9.0,0,69.36172659240906,66.84108649992922,0.9006834582171285,1.1953324118804856,540.3083053500628,51.70477234611234,3357.507356233014,-24.126779704069623,107.43653907317459,13.502312055543934,11.374226956268224,0,0,2,0,1,0,0,1,3,1,2,1,0,1,0,3.346417859972191,147.39636706845982,12.112163367875217,1,4.600868895880437,0,1,35.49796333042045
SN_1140,2026-04-02 10:20:00,1,5.571428571428569,-9.0,1,67.19696181576344,65.77936936108055,0.9093511070741988,1.1851701556801757,425.53529025028365,43.14263115525021,3248.6987353253776,-23.034419751879366,117.6973709711508,12.997389748785608,12.229924345417938,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,3.291687989410388,142.19122602043757,9.16489388930201,1,4.5801613769119065,0,1,68.1748851461838
SN_1141,2026-04-02 10:21:00,3,6.428571428571427,-9.0,1,55.35275654998866,60.92121872116457,0.9105516019970834,1.1918231760339486,415.4602070384105,40.48042422588266,3221.4485952213827,-21.832833793780008,131.3793012611096,15.774297787757527,12.777797630877714,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3.302643339130516,155.8155007703569,11.538704431932315,1,4.487858691952049,0,1,29.176494892226557
SN_1142,2026-04-02 10:22:00,1,7.285714285714285,-9.0,1,80.26486012250831,65.8254470853018,0.9323239301607471,1.1886616964319363,405.04463151477233,41.98712830951724,2941.098407199985,-24.666921386363544,147.12794381913724,15.005253114810726,11.267700450262911,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,3.377763590968203,150.5422223288679,10.526492218569409,1,4.831006037357059,0,2,96.06188205877407
SN_1143,2026-04-02 10:23:00,3,8.142857142857142,-9.0,1,75.44384827108335,70.84878375487055,0.8952705501707081,1.1958752098811205,394.41064580157007,41.45405401179534,3159.4449954858246,-20.960095988171403,143.46026970865503,16.311790751600622,12.781358119806514,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,3.2590861729077067,150.52294565055638,11.135480607399373,1,5.632689320493003,0,1,80.84861754291143
SN_1144,2026-04-02 10:24:00,1,9.0,-9.0,1,68.11849637537502,66.79454305805811,0.8858846594900044,1.1926130250167044,437.0482745131236,47.98792103653933,3195.8923519394384,-28.27159969746961,132.74913797975654,16.19889650803915,12.052372768727569,1,0,0,0,1,0,1,0,1,2,0,0,1,0,0,3.3134020780129796,140.8652047487708,10.831901026110444,1,4.442848207684234,0,1,104.21173140621347
SN_1145,2026-04-02 10:25:00,4,9.857142857142854,-9.0,1,70.094095248703,68.84794875628737,0.9036912542297462,1.1837299507913324,442.47549219016946,42.90521445374582,3492.966079740886,-22.480425526093846,126.12198801157018,13.595174730078856,13.045460240482253,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,3.3871950230561443,136.87769355269648,13.15186345105742,1,4.753123304069217,0,0,67.02554956843542
SN_1146,2026-04-02 10:26:00,2,10.714285714285712,-9.0,0,64.14172826341219,64.05195211994949,0.8879657995929069,1.2202259023056947,509.2140743129204,55.37252705423384,3303.0434948148018,-25.679055116035315,133.22574827694586,13.27767425577789,11.798580099923026,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,3.38236803089519,143.6437224215389,12.670019442076008,1,5.48786947238772,0,2,93.9485764306215
SN_1147,2026-04-02 10:27:00,4,11.57142857142857,-9.0,1,78.47861438905433,67.99960095769484,0.922229411526548,1.2125254073102922,481.0851449296791,43.85770978841459,3430.4091772564293,-21.255457366784018,123.77634403018509,16.443899860519142,12.3812446551621,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3.2023771852688303,146.1741034904466,12.079428787065066,1,5.3119756589383,0,0,72.20324628370375
SN_1148,2026-04-02 10:28:00,3,-12.428571428571429,-8.142857142857142,1,79.48644347386556,66.1170713528661,0.8957517294158215,1.1922098057848,480.70075524020336,41.19160420196156,3289.6306558842093,-23.71591104233891,150.6203679491665,16.203143252079936,11.95939376832147,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,3.250964959781241,144.35216483475992,11.424935438558894,1,4.750142164167147,0,0,52.10996528015644
SN_1149,2026-04-02 10:29:00,4,-11.571428571428571,-8.142857142857142,1,70.78346864123262,61.19635708125107,0.8915163544818901,1.202724213966536,441.62992531388744,44.49509873048507,3093.304515957578,-25.345810664018803,127.72971782469904,15.361273002450172,11.903787737959421,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,3.2885018910553563,142.88070793789677,13.55204751371705,1,4.894540294851261,0,1,117.50880208384535
SN_1150,2026-04-02 10:30:00,3,-10.714285714285715,-8.142857142857142,1,75.11765322092673,66.2740840191955,0.8929302641827332,1.204174650898213,405.1519721702009,46.79730999559079,3217.5686324224775,-22.674317813956733,128.96394570103928,13.514284622301544,12.258930428225689,1,1,2,1,0,0,0,1,1,0,1,0,0,0,1,3.365115085961906,138.03604841758596,13.350972896270145,1,5.457926529157041,0,0,120.97476981588267
SN_1151,2026-04-02 10:31:00,1,-9.857142857142858,-8.142857142857142,1,70.87643389466962,61.03321334623876,0.9107762613520747,1.2119108585477347,435.8323722986237,41.376721822369944,3235.433546939635,-22.213623305585497,103.41013089975198,16.707086894147487,12.536807469224904,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.279903774971251,142.31143490644087,11.833288012207273,1,5.79088185148074,1,1,143.40936375596402
SN_1152,2026-04-02 10:32:00,1,-9.0,-8.142857142857142,1,63.31637280562035,62.46847890046083,0.8976337952515278,1.1918139497333993,435.00446515207346,47.427338372194136,3059.1266645343976,-22.716211754282725,127.65478184172683,17.907849318135916,10.750435088075996,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,3.30661903378039,144.0276793240909,14.03212011847776,1,5.8505062052683625,0,1,149.96425677413637
SN_1153,2026-04-02 10:33:00,3,-8.142857142857142,-8.142857142857142,1,67.94088315518171,65.7573132291695,0.8903749976980443,1.2109210678398241,433.57162594304856,42.45083723556691,3142.3418935110617,-26.059392479266123,140.03780965557928,16.416973660328384,13.433633608817878,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.400024735111801,143.0185312889412,11.715685278562487,1,5.689900776593957,0,0,125.44251422897983
SN_1154,2026-04-02 10:34:00,4,-7.2857142857142865,-8.142857142857142,1,70.65963983385979,66.18897709352049,0.924980278764353,1.1945209469579305,432.5570274025439,43.55104822178148,3169.1349509484244,-24.96803424724417,117.18732907553746,14.728789164152403,10.140336959450202,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,3.2729072649768503,142.9957644780276,12.307053786356878,1,4.66497015706733,0,1,122.99972448444173
SN_1155,2026-04-02 10:35:00,1,-6.428571428571429,-8.142857142857142,1,67.72726140628278,60.24307013969148,0.8871574523900738,1.1866413759583139,433.66342760687985,46.59204936903014,3440.8429748847675,-24.00814567424287,120.99135598608625,16.066828248356728,11.315187890261104,0,0,0,1,2,2,1,3,0,0,0,0,0,0,0,3.417852700585157,141.80685133125706,11.138672069689664,1,5.909313886017784,0,0,32.16129580845204
SN_1156,2026-04-02 10:36:00,2,-5.571428571428571,-8.142857142857142,1,68.90673361282482,69.2159430847315,0.900533491110495,1.2072413655931449,440.33645960255603,43.009691528341534,2887.8889211913533,-24.08251930530012,139.512532212804,13.950828878599474,11.9057309292351,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3.171565306693133,151.61943373995132,11.410184650826217,1,4.630561751822194,0,0,39.8082107699767
SN_1157,2026-04-02 10:37:00,1,-4.714285714285715,-8.142857142857142,1,69.54300221245443,67.2880251132019,0.9097845922741534,1.2129075842412242,434.1114725296111,45.112724578007594,3380.8727631074066,-22.500509049123306,112.28011331778336,17.58694107075819,12.412355969085947,0,1,2,0,1,0,1,1,0,0,0,1,0,1,0,3.268579884963718,147.8337892197946,11.059475212925484,1,4.174434763184456,0,1,141.00903029628574
SN_1158,2026-04-02 10:38:00,2,-3.8571428571428577,-8.142857142857142,1,69.59560751067269,62.181086257556466,0.8755299733437439,1.225879089735307,455.2080627156398,44.05592751363572,3059.4807147560928,-28.029802465013216,142.69361209050302,16.12276650179431,13.57617252774138,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3.1907884398123234,148.82403975051844,13.031387784973802,1,5.056180767871927,0,2,57.544981673802944
SN_1159,2026-04-02 10:39:00,4,-3.0,-8.142857142857142,1,70.26129245248741,58.8496608142033,0.9072039075210889,1.1880027473490977,459.0092178976215,45.388104020111456,2994.188121909558,-23.331345890892994,123.61427331792278,13.347764632370152,10.141708511774892,0,0,1,0,2,2,1,2,1,0,0,1,1,0,0,3.309335885058064,146.09108856401815,12.564329245683378,1,5.738108259014867,0,1,75.20136867125996
SN_1160,2026-04-02 10:40:00,2,-2.142857142857144,-8.142857142857142,1,64.69697466801699,64.42038168367428,0.8841733848677933,1.2069891968508077,427.23387282043774,37.857782683429505,3376.9913195057698,-24.57996270887328,125.33718135410557,15.548988459334476,11.49230587161029,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3.3600793297422404,139.65960861512897,10.42089192799313,1,5.331812359160615,0,0,44.92281892932626
SN_1161,2026-04-02 10:41:00,2,-1.2857142857142865,-8.142857142857142,1,66.41491925436031,63.21622514455536,0.91234174171251,1.1959019875620647,481.7766331501758,39.51095455437575,3309.7847103851573,-25.677001232767903,116.51345913849286,16.694952265351347,9.873166512200735,1,0,1,2,0,0,0,1,1,1,1,0,1,0,0,3.287102671552605,147.95372481875228,12.849673575636528,1,4.963144742934937,0,1,52.10188347478834
SN_1162,2026-04-02 10:42:00,2,-0.4285714285714288,-8.142857142857142,1,63.57707867150015,65.4525618282121,0.8855602348212154,1.2078335871052404,425.49844245398464,46.84790101814051,3388.1778053571784,-25.4849735555392,134.5365551251346,15.500428568536716,12.031621973910248,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3.2620455673080193,150.392890268228,14.68942658432313,1,5.145681557991885,0,0,135.6600818933097
SN_1163,2026-04-02 10:43:00,2,0.42857142857142705,-8.142857142857142,1,74.889077748431,63.54753335537774,0.9103915354777329,1.1852951044876874,409.5549846546166,48.11154421694715,3320.1052921318364,-24.42907532903593,159.51846382035257,15.586156417839739,12.27168358450003,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.1912304362182664,150.97623566658956,11.009885949834914,1,5.266066003917997,0,0,61.70778521023751
SN_1164,2026-04-02 10:44:00,1,1.2857142857142847,-8.142857142857142,1,59.47176529079837,56.970172557019964,0.9165874959944207,1.1873723022430143,459.5194517841263,42.26853988940544,3508.97675026061,-31.202170208919036,139.37796687352758,14.163396689429092,13.590795742171252,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3.434506792892527,147.49455368813605,10.924112156129922,1,5.073783647277447,0,0,88.66103514204337
SN_1165,2026-04-02 10:45:00,2,2.1428571428571423,-8.142857142857142,1,75.76795171658463,63.44661224679537,0.9129215478844921,1.1922412517683352,429.5647966396415,44.267914943486595,3283.808575541673,-25.4025791415831,119.62857685671356,16.849811480622485,12.120634760893454,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,3.29820705089649,145.00395063663603,12.01210032278938,1,4.852321323655903,0,1,45.84067772053046
SN_1166,2026-04-02 10:46:00,1,3.0,-8.142857142857142,1,76.93174698631421,63.777523555726745,0.9037697497235716,1.200789640456681,458.0322867689347,45.884157758706905,3176.5283935815264,-25.751629649292585,143.6274470258977,15.027296199971294,13.04402512944238,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.263828558592753,144.99243374161674,14.067352140004548,1,4.629627690555478,0,0,121.6219065095182
SN_1167,2026-04-02 10:47:00,2,3.8571428571428577,-8.142857142857142,1,68.4890970650869,67.53464409909624,0.8965304858560545,1.1935891873346165,389.90828497248674,47.079652804976114,3251.4389565982015,-22.934433581354753,126.199845448789,12.765331934492451,12.583837081539059,0,0,0,1,0,1,0,0,1,0,0,1,2,1,1,3.425002593083825,147.07513858231377,11.34253158534079,1,5.056160934318056,0,0,128.87084171522056
SN_1168,2026-04-02 10:48:00,3,4.714285714285712,-8.142857142857142,1,56.98431456086351,62.2072013015558,0.8913537063549773,1.2065905434391342,484.8113985370767,38.916968184987454,3386.5203692518944,-25.611053365021043,146.4938197771307,15.44311394399441,11.56475180299483,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,3.271836371570265,138.4359672152083,14.762776398922954,1,4.938724784540518,0,0,76.0836937774148
SN_1169,2026-04-02 10:49:00,4,5.571428571428569,-8.142857142857142,1,68.19344719016355,71.71469869349026,0.9220655203622565,1.210268946182579,466.80733520101006,42.34187925906487,3083.0937012109825,-24.43022760034098,139.68011682597236,17.47172457335553,10.59103925320796,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,3.227171013805346,147.55431823666834,10.414412042506314,1,5.001803676853815,0,0,137.00351704167608
SN_1170,2026-04-02 10:50:00,2,6.428571428571427,-8.142857142857142,1,69.6790791935559,57.35343779739297,0.8895075716974854,1.2059957754124535,412.48808627092495,44.002261860450375,3102.216712620293,-20.915446744677396,94.6823012143392,15.419605830100078,12.275002298291811,2,0,0,1,0,2,0,0,1,1,0,2,1,1,0,3.243177555577871,143.0572582252516,12.282072849515131,1,5.5229972284795075,0,1,58.54655787678621
SN_1171,2026-04-02 10:51:00,3,7.285714285714285,-8.142857142857142,1,64.94700890035543,70.2446699912105,0.88444400889645,1.2161878763966087,413.0305719038429,47.10942059170815,3153.6559978103137,-22.011296960369155,117.95104440453967,18.60697747768528,10.507897982854637,2,0,0,0,0,0,1,0,1,1,2,0,1,1,0,3.2314208035533145,153.8378671592118,9.44810989570071,1,4.87618112258784,0,1,123.63415614242248
SN_1172,2026-04-02 10:52:00,2,8.142857142857142,-8.142857142857142,1,67.42390803095878,64.10272411648758,0.9099805340254925,1.2041582662945534,491.8066476024382,52.49529145116448,2884.3125801852,-22.195457200113093,141.33262267402466,16.643451922822777,13.295207072669644,1,0,0,0,0,1,1,0,1,0,1,2,0,0,0,3.214717746662839,143.79801044257837,10.595779574305478,1,4.895934458727748,0,1,129.11489972454535
SN_1173,2026-04-02 10:53:00,2,9.0,-8.142857142857142,1,77.65097599431675,68.43833948937423,0.8880579479522026,1.1878310328965982,431.56550241255104,44.31598281957085,3220.711761262632,-24.999744860821703,131.81988726574022,16.50813724342055,11.837937897963176,0,0,0,0,1,2,1,1,1,0,2,0,1,2,0,3.244525076578239,145.77814823239777,11.679898608152284,1,5.094955449719573,0,0,163.48666240158377
SN_1174,2026-04-02 10:54:00,2,9.857142857142854,-8.142857142857142,1,73.3246358115087,65.31920593623494,0.8857490475380081,1.2136337651353835,429.1453787816844,40.779067613688035,2917.080694407346,-22.913935441420694,117.7149286275058,15.807402601123586,13.195177411511416,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,3.49319605069699,145.57887829871385,12.40529118191897,1,6.312929197658999,0,0,57.45431978688714
SN_1175,2026-04-02 10:55:00,3,10.714285714285712,-8.142857142857142,1,65.3771794281095,69.55822214410188,0.8783459360674536,1.19394843764394,393.3486976462679,46.2068042316039,3207.958896939893,-24.467795600907188,122.39692581407425,15.897570688353564,11.5197855658676,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3.208014162775402,142.23145020946205,13.861097965910513,1,4.454051808978905,0,2,37.494309126156395
SN_1176,2026-04-02 10:56:00,4,11.57142857142857,-8.142857142857142,0,62.01200415202284,63.450552141788755,0.8927563524080923,1.2091041849968556,516.2305448599611,58.96298736862213,3329.7934634202875,-24.392186421353877,107.12516055892743,15.604864547320744,12.268850786400993,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,3.1806278434149347,146.829208398453,10.951006034447039,1,5.54593800312375,0,1,61.87710080972927
SN_1177,2026-04-02 10:57:00,3,12.428571428571427,-8.142857142857142,0,68.36491341195115,60.605518299288754,0.8987592746415526,1.215737342165551,519.3070096291062,55.3240423629385,3128.468530903425,-23.180629312506902,128.93952054968324,15.54659591187621,12.209348857334689,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,3.3222423574063145,146.36836098508394,12.630965866867035,1,4.850503325913621,0,0,41.692156307825144
SN_1178,2026-04-02 10:58:00,4,-12.428571428571429,-7.2857142857142865,1,68.93271610324781,70.68201714908426,0.9036463759149105,1.204566880107304,467.8873274192371,42.28005436453712,3451.5673805280308,-25.193987176841866,156.52827671218918,16.796300743100723,11.954955881989076,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,3.2939226896748286,149.09121933835297,9.991339376364873,1,4.96950590678932,0,1,48.435980423180595
SN_1179,2026-04-02 10:59:00,2,-11.571428571428571,-7.2857142857142865,1,72.48099593681658,64.54607741647143,0.9142695936644922,1.1850384118683535,415.0230392953881,47.87398182444006,2980.924865087227,-21.01399379111359,139.6592006887879,14.596253155314152,11.567340486603408,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.352803276525666,147.88178977302354,13.514780241118563,1,4.343917935072302,0,1,72.11248970726032
SN_1180,2026-04-02 11:00:00,1,-10.714285714285715,-7.2857142857142865,0,67.32341643716171,65.88623389449684,0.907903468854987,1.190817878334902,486.9928301939848,56.9906368554953,3378.689102244775,-24.320260279195875,156.28500401426106,14.386159256913611,12.39245601847052,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,3.255673254382084,145.74858967887212,13.96557345242916,1,5.94023142507409,0,4,83.61466752796812
SN_1181,2026-04-02 11:01:00,2,-9.857142857142858,-7.2857142857142865,1,72.55749787680931,69.93900765617919,0.8971369167067024,1.2132274446688514,461.2740658694119,41.92175746741313,3301.270558461038,-22.763278867480672,140.58876507747976,14.315207423686934,11.073836736516792,0,0,1,0,0,0,0,1,0,3,0,0,2,0,1,3.230518929015649,141.7248797357026,13.556287263593186,1,5.111267920569745,0,0,154.13628850819865
SN_1182,2026-04-02 11:02:00,4,-9.0,-7.2857142857142865,1,79.67577020030114,60.87217903162226,0.8970270648543043,1.1983087731435718,475.1682517806766,46.14427685260303,2942.5950127533965,-21.088799041485405,142.32975212023229,19.068481821515732,10.790564671040942,0,1,0,1,0,0,1,2,0,0,0,0,0,1,1,3.4338975813986115,141.84113767159005,13.554096645599273,1,5.329413622396601,0,2,52.16867109600304
SN_1183,2026-04-02 11:03:00,3,-8.142857142857142,-7.2857142857142865,1,74.07750511222132,67.38196359055704,0.9076523620337278,1.2007957353494216,410.72119122205294,47.991796702976615,3606.61914485608,-21.936692450849648,153.68894425294027,16.79551435250587,13.242826893326828,0,0,0,0,2,1,1,1,2,1,0,0,0,2,0,3.171064833235562,151.62804293570173,11.86292466400515,1,4.250587543052319,1,1,163.93329253265512
SN_1184,2026-04-02 11:04:00,2,-7.2857142857142865,-7.2857142857142865,1,69.75955746334614,62.640420974148434,0.9190885524439285,1.2075882441616361,477.03785215749355,48.54567012767668,3190.438207174405,-26.81783820538105,134.52715911210672,16.45673830252022,12.7271679888921,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,3.328847911941038,145.34858637503174,12.415068187041687,1,4.678865754344569,0,0,140.66206222504871
SN_1185,2026-04-02 11:05:00,3,-6.428571428571429,-7.2857142857142865,1,69.08424764473352,64.47132257742251,0.901894712992248,1.2069632286208032,450.9385460371705,44.80065307407163,3068.3773966766553,-23.110208209980232,127.75327214191744,14.413727994559853,12.06589160860224,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,3.3552242342473546,153.30623672917972,11.854530000158295,1,5.206238169574077,0,0,150.9318801446555
SN_1186,2026-04-02 11:06:00,3,-5.571428571428571,-7.2857142857142865,1,68.21663432910064,65.28911586153716,0.8929630371868439,1.2027879981238545,477.2951334768661,43.92576166146204,2988.9369207823975,-22.298561211078706,142.39189019946414,16.935013451012242,13.665142382543781,2,0,0,0,1,0,0,3,0,0,1,0,0,2,1,3.365736169801185,141.7269652852955,11.931736989944609,1,4.919511146567614,0,2,157.83993452259506
SN_1187,2026-04-02 11:07:00,3,-4.714285714285715,-7.2857142857142865,1,75.90320456226073,58.99911255421225,0.8851070099837168,1.1979133162877953,448.24449096205956,48.68182146624379,3166.997295851049,-22.216273955678503,147.44608284546263,15.825142980320008,11.732234481275155,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,3.2757294985490195,153.77524385576788,10.884505352475605,1,5.223339468234947,0,2,132.46673238832136
SN_1188,2026-04-02 11:08:00,2,-3.8571428571428577,-7.2857142857142865,1,66.86343277024349,61.88465182871826,0.8783219210338167,1.1968733155426763,386.94305206280126,41.36951849105734,3180.888969141506,-26.226589668229263,124.2404242874535,16.321253411697626,13.322703219988979,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,3.2001422488167663,141.22594652542418,12.42250285476416,1,6.051425010570345,0,1,137.5842957528568
SN_1189,2026-04-02 11:09:00,3,-3.0,-7.2857142857142865,1,70.22611354499992,70.40429156965256,0.9099940450806528,1.2085789882529134,446.20081544209904,46.315737872763016,3215.3968292809495,-25.314070474034647,121.34117101191964,14.535069526204666,12.175574084925822,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.419961122351422,143.24645690125652,12.626700506159434,1,5.252306601159831,0,1,87.04583471120921
